;1001
;;1022_53f59c;3,19148936170213;3,19148936170213
;;1022_b3595e;2,37142857142857;2,44444444444444
;;1022_e3d07a;2,375;2,375
;;avg;score;score (w/ conf.)
;;;2,6459726443769;2,6459726443769
;1023
;;1023_ade10e;3,43181818181818;3,4093567251462
;;1023_ce4066;1,75675675675676;1,6530612244898
;;avg;score;score (w/ conf.)
;;;2,59428746928747;2,59428746928747
;1024
;;1024_21e098;2,26923076923077;2,48076923076923
;;1024_64fdbc;2,22222222222222;2,23255813953488
;;1024_bfede2;2,08571428571429;2,11666666666667
;;avg;score;score (w/ conf.)
;;;2,19238909238909;2,19238909238909
;1025
;;1025_1f3ff6;3,57142857142857;3,58394160583942
;;1025_d92924;2,25;2,29032258064516
;;avg;score;score (w/ conf.)
;;;2,91071428571429;2,91071428571429
;1026
;;1026_53f59c;2,61702127659574;2,61702127659574
;;1026_5b9517;3;3
;;1026_dc82e2;2,76086956521739;2,82323232323232
;;avg;score;score (w/ conf.)
;;;2,79263028060438;2,79263028060438
;1027
;;1027_145b7e;2,57777777777778;2,55263157894737
;;1027_64fdbc;1,875;1,84020618556701
;;avg;score;score (w/ conf.)
;;;2,22638888888889;2,22638888888889
;1028
;;1028_1264fb;3,42;3,42
;;1028_1438ea;2,84615384615385;2,82424242424242
;;1028_59b696;3,23809523809524;3,16455696202532
;;avg;score;score (w/ conf.)
;;;3,16808302808303;3,16808302808303
;1029
;;1029_8d9ecc;3,58;3,59024390243902
;;1029_b3595e;2,17647058823529;2,32846715328467
;;1029_e3d07a;1,65853658536585;1,65853658536585
;;avg;score;score (w/ conf.)
;;;2,47166905786705;2,47166905786705
;1030
;;1030_1264fb;2,74;2,74
;;1030_1438ea;1,68571428571429;1,61783439490446
;;1030_5b9517;1,8;1,82517482517483
;;avg;score;score (w/ conf.)
;;;2,0752380952381;2,0752380952381
;1031
;;1031_68b215;2,16129032258065;2,19318181818182
;;1031_c6ea2f;2,11111111111111;2,00636942675159
;;1031_d92924;1,75757575757576;1,8046875
;;avg;score;score (w/ conf.)
;;;2,00999239708917;2,00999239708917
;1032
;;1032_38390e;2,39024390243902;2,35714285714286
;;1032_5b9517;3;3
;;1032_8d9ecc;4,18;4,27624309392265
;;avg;score;score (w/ conf.)
;;;3,19008130081301;3,19008130081301
;1033
;;1033_64fdbc;2,58139534883721;2,56937799043062
;;1033_a910df;2,63636363636364;2,63815789473684
;;avg;score;score (w/ conf.)
;;;2,60887949260042;2,60887949260042
;1034
;;1034_bfede2;2;2,09848484848485
;;1034_e3d07a;1,94444444444444;1,94444444444444
;;avg;score;score (w/ conf.)
;;;1,97222222222222;1,97222222222222
;1035
;;1035_21e098;2,07407407407407;2,2037037037037
;;1035_7addd5;3,07894736842105;3,09722222222222
;;1035_ec42b5;2,72972972972973;2,70802919708029
;;avg;score;score (w/ conf.)
;;;2,62758372407495;2,62758372407495
;1036
;;1036_1264fb;3,24;3,22448979591837
;;1036_7addd5;2,44736842105263;2,45138888888889
;;1036_7f50e8;3,90909090909091;3,90909090909091
;;avg;score;score (w/ conf.)
;;;3,19881977671451;3,19881977671451
;1037
;;1037_1f3ff6;2;2
;;1037_5b9517;3;3
;;1037_b3595e;2,45714285714286;2,58461538461538
;;avg;score;score (w/ conf.)
;;;2,48571428571429;2,48571428571429
;1038
;;1038_145b7e;3,06666666666667;3,08421052631579
;;1038_68b215;2,58620689655172;2,51485148514851
;;1038_b3595e;2,26470588235294;2,49612403100775
;;avg;score;score (w/ conf.)
;;;2,63919314852378;2,63919314852378
;1039
;;1039_1438ea;3,34375;3,31496062992126
;;1039_21e098;2,84;3,09090909090909
;;1039_c6ea2f;3,27777777777778;3,20769230769231
;;avg;score;score (w/ conf.)
;;;3,15384259259259;3,15384259259259
;1040
;;1040_53f59c;2,45652173913043;2,45652173913043
;;1040_b3595e;2,45714285714286;2,66935483870968
;;1040_eaf44e;3,05;3,08108108108108
;;avg;score;score (w/ conf.)
;;;2,65455486542443;2,65455486542443
;1041
;;1041_145b7e;2,56521739130435;2,52261306532663
;;1041_38863e;1,52272727272727;1,52272727272727
;;1041_68b215;1,83333333333333;1,69791666666667
;;avg;score;score (w/ conf.)
;;;1,97375933245498;1,97375933245498
;1042
;;1042_7f50e8;3,53488372093023;3,53488372093023
;;1042_eaf44e;2,55;2,57894736842105
;;avg;score;score (w/ conf.)
;;;3,04244186046512;3,04244186046512
;1043
;;1043_5b9517;3,09375;3,0952380952381
;;1043_64fdbc;1,67441860465116;1,66507177033493
;;avg;score;score (w/ conf.)
;;;2,38408430232558;2,38408430232558
;1044
;;1044_1f3ff6;2,5;2,49032258064516
;;1044_e3d07a;2,04651162790698;2,04651162790698
;;avg;score;score (w/ conf.)
;;;2,27325581395349;2,27325581395349
;1045
;;1045_1264fb;3,44;3,44
;;1045_68b215;2,45161290322581;2,4375
;;avg;score;score (w/ conf.)
;;;2,9458064516129;2,9458064516129
;1046
;;1046_53f59c;2,5;2,5
;;1046_64fdbc;2,86046511627907;2,88516746411483
;;1046_b3595e;2,22857142857143;2,31932773109244
;;avg;score;score (w/ conf.)
;;;2,5296788482835;2,5296788482835
;1047
;;1047_c6ea2f;2,69444444444444;2,63354037267081
;;1047_ce4066;2,28125;2,23364485981308
;;1047_eaf44e;2,31707317073171;2,31428571428571
;;avg;score;score (w/ conf.)
;;;2,43092253839205;2,43092253839205
;1048
;;1048_7f50e8;4,27272727272727;4,27272727272727
;;1048_a910df;2,61290322580645;2,61290322580645
;;1048_c6ea2f;2,55555555555556;2,50625
;;avg;score;score (w/ conf.)
;;;3,14706201802976;3,14706201802976
;1049
;;1049_145b7e;2,31111111111111;2,3
;;1049_dc82e2;2,1304347826087;2,22727272727273
;;1049_ec42b5;2,21052631578947;2,1056338028169
;;avg;score;score (w/ conf.)
;;;2,21735740316976;2,21735740316976
;1050
;;1050_8d9ecc;3,83673469387755;3,81683168316832
;;1050_dc82e2;2,5;2,62121212121212
;;1050_e3d07a;1,80952380952381;1,80952380952381
;;avg;score;score (w/ conf.)
;;;2,71541950113379;2,71541950113379
