;1001
;;1001_38390e;2,46341463414634;2,39455782312925
;;1001_ce4066;2,3125;2,33980582524272
;;1001_eaf44e;3,04761904761905;3,025
;;avg;score;score (w/ conf.)
;;;2,60784456058846;2,60784456058846
;1002
;;1002_1438ea;2,15625;2,19166666666667
;;1002_38863e;2,14893617021277;2,06763285024155
;;1002_59b696;3,88372093023256;3,87037037037037
;;avg;score;score (w/ conf.)
;;;2,72963570014844;2,72963570014844
;1003
;;1003_1f3ff6;2,25925925925926;2,25925925925926
;;1003_eaf44e;2,58536585365854;2,55900621118012
;;avg;score;score (w/ conf.)
;;;2,4223125564589;2,4223125564589
;1004
;;1004_1f3ff6;2,80645161290323;2,80645161290323
;;1004_7addd5;2,47368421052632;2,48611111111111
;;avg;score;score (w/ conf.)
;;;2,64006791171477;2,64006791171477
;1005
;;1005_1f3ff6;3,44827586206897;3,45588235294118
;;1005_38390e;2,21951219512195;2,19298245614035
;;1005_e3d07a;1,28571428571429;1,28571428571429
;;avg;score;score (w/ conf.)
;;;2,31783411430173;2,31783411430173
;1006
;;1006_38390e;1,85365853658537;1,85365853658537
;;1006_e3d07a;1,36842105263158;1,36842105263158
;;1006_ec42b5;1,52777777777778;1,4296875
;;avg;score;score (w/ conf.)
;;;1,58328578899824;1,58328578899824
;1007
;;1007_145b7e;3,34782608695652;3,35567010309278
;;1007_5b9517;2,26666666666667;2,20720720720721
;;avg;score;score (w/ conf.)
;;;2,80724637681159;2,80724637681159
;1008
;;1008_1f3ff6;2,93939393939394;2,93939393939394
;;1008_bfede2;1,57142857142857;1,56880733944954
;;1008_ce4066;1,54545454545455;1,53465346534653
;;avg;score;score (w/ conf.)
;;;2,01875901875902;2,01875901875902
;1010
;;1010_1264fb;3;2,88888888888889
;;1010_68b215;2,8;2,82857142857143
;;avg;score;score (w/ conf.)
;;;2,9;2,9
;1011
;;1011_21e098;1,76;1,91919191919192
;;1011_53f59c;2,70212765957447;2,70212765957447
;;1011_a910df;2,29032258064516;2,2312925170068
;;avg;score;score (w/ conf.)
;;;2,25081674673988;2,25081674673988
;1012
;;1012_59b696;2,74418604651163;2,66037735849057
;;1012_ade10e;3;3,02840909090909
;;1012_c6ea2f;2,75;2,73880597014925
;;avg;score;score (w/ conf.)
;;;2,83139534883721;2,83139534883721
;1013
;;1013_8d9ecc;3,28571428571429;3,39024390243902
;;1013_ec42b5;2,74285714285714;2,75454545454545
;;avg;score;score (w/ conf.)
;;;3,01428571428571;3,01428571428571
;1014
;;1014_53f59c;2,12765957446809;2,12765957446809
;;1014_ade10e;3,35714285714286;3,34269662921348
;;1014_eaf44e;2,46341463414634;2,46341463414634
;;avg;score;score (w/ conf.)
;;;2,64940568858576;2,64940568858576
;1015
;;1015_38390e;2;2,01315789473684
;;1015_59b696;2,70454545454545;2,57714285714286
;;1015_dc82e2;2,41304347826087;2,49494949494949
;;avg;score;score (w/ conf.)
;;;2,37252964426877;2,37252964426877
;1016
;;1016_1f3ff6;2,82758620689655;2,82758620689655
;;1016_53f59c;3,21739130434783;3,21739130434783
;;1016_bfede2;2,05555555555556;1,97142857142857
;;avg;score;score (w/ conf.)
;;;2,70017768893331;2,70017768893331
;1017
;;1017_ce4066;1,51351351351351;1,46715328467153
;;1017_dc82e2;3,15217391304348;3,23232323232323
;;1017_e3d07a;2,23529411764706;2,23529411764706
;;avg;score;score (w/ conf.)
;;;2,30032718140135;2,30032718140135
;1018
;;1018_1264fb;2,91836734693878;2,89805825242718
;;1018_59b696;3,27906976744186;3,22754491017964
;;1018_7f50e8;3,43181818181818;3,43181818181818
;;avg;score;score (w/ conf.)
;;;3,20975176539961;3,20975176539961
;1019
;;1019_1264fb;2,64;2,52830188679245
;;1019_7addd5;2,07894736842105;2,09722222222222
;;avg;score;score (w/ conf.)
;;;2,35947368421053;2,35947368421053
;1020
;;1020_68b215;2,31428571428571;2,2803738317757
;;1020_b3595e;1,77777777777778;1,70967741935484
;;1020_bfede2;1,5609756097561;1,52717391304348
;;avg;score;score (w/ conf.)
;;;1,8843463672732;1,8843463672732
;1021
;;1021_8d9ecc;3,64;3,67179487179487
;;1021_a910df;1,93548387096774;1,91729323308271
;;avg;score;score (w/ conf.)
;;;2,78774193548387;2,78774193548387
;1022
