Baseline1;1001;1002;1003;1004;1005;1006;1007;1008;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050
score;2,60784456058846;2,72963570014844;2,4223125564589;2,64006791171477;2,31783411430173;1,58328578899824;2,80724637681159;2,01875901875902;2,9;2,25081674673988;2,83139534883721;3,01428571428571;2,64940568858576;2,37252964426877;2,70017768893331;2,30032718140135;3,20975176539961;2,35947368421053;1,8843463672732;2,78774193548387;2,6459726443769;2,59428746928747;2,19238909238909;2,91071428571429;2,79263028060438;2,22638888888889;3,16808302808303;2,47166905786705;2,0752380952381;2,00999239708917;3,19008130081301;2,60887949260042;1,97222222222222;2,62758372407495;3,19881977671451;2,48571428571429;2,63919314852378;3,15384259259259;2,65455486542443;1,97375933245498;3,04244186046512;2,38408430232558;2,27325581395349;2,9458064516129;2,5296788482835;2,43092253839205;3,14706201802976;2,21735740316976;2,71541950113379
score (w/ conf.);2,58645454945732;2,70988996242619;2,40913273521969;2,64628136200717;2,31152636493194;1,55058902973898;2,78143865515;2,01428491473001;2,85873015873016;2,2842040319244;2,80919747318297;3,07239467849224;2,64459027927597;2,3617500822764;2,67213536089098;2,31159021154727;3,18580711480834;2,31276205450734;1,83907505472467;2,79454405243879;2,67031126871552;2,531208974818;2,27666467899026;2,93713209324229;2,81341786660936;2,19641888225719;3,13626646208925;2,52574921369652;2,06100307335976;2,0014129149778;3,21112865035517;2,60376794258373;2,02146464646465;2,66965170766874;3,19498986463272;2,52820512820513;2,69839534749069;3,20452067617422;2,73565255297373;1,91441900157352;3,05691554467564;2,38015493278651;2,26841710427607;2,93875;2,56816506506909;2,3938236489232;3,13062683284457;2,21096884336321;2,74918920463475
